"y" "a" "b" "c"
1 10.3492633290870 7.151808720355 9.55636062162796
0 -0.217022587234585 1.12013898003090 -0.248319221847621
1 7.5383104523097 6.38302082336776 6.47006707025433
0 0.774944922815285 1.63384879856716 -1.15082232799196
1 7.36887853905983 8.01556921608408 8.98912293561606
1 6.63585380153588 8.85450544303254 7.67893253827715
1 7.90649790338676 9.43640634523227 8.808289255988
1 7.75009324784593 10.0736705982655 10.2392222098681
1 7.07103731404585 6.5287125328505 8.3622958287427
0 1.43425550753344 0.404872453762239 2.41853260394126
0 0.0446595831304573 -0.648291385686662 -0.150030581358247
1 8.63279360864784 8.22976277590777 7.71253972017373
1 6.25508608270208 8.48335931123684 7.07850345434809
1 7.11398915503903 8.28906778105133 9.50478758477097
0 -0.819034001540024 0.898818770107094 1.75266014060754
1 8.465580019678 6.98519212187908 8.16642176596754
1 8.02505552486056 7.11791279003669 9.48575004247588
0 1.11419998425298 0.736925071854974 0.82861922515531
1 7.67603502817884 7.71814413509365 7.63244377230595
1 6.07609618855872 9.71946527045095 9.00534398210785
1 9.28990322284059 8.07267566319894 5.81871152603323
1 7.95034147075438 8.07803102888666 8.73222930566862
1 -0.894523421064509 0.413629880868598 -0.0118582815584101
0 0.955034551722925 0.904563519783513 -1.00818039433031
1 9.1443583065741 7.66289227819191 8.21471988257382
1 8.07878654803325 9.24169283395164 11.1399306861337
0 1.03267996154425 0.339589257526850 -0.465990040577874
0 -0.551038785600574 -0.479425920020919 1.20021046314643
1 7.59703653856643 7.65738711045801 8.85030934378917
1 8.02534210608534 8.67973888668821 8.20646942934752
1 0.81357235163094 0.203179155535493 -0.198396419195107
0 1.42776974636029 0.433389170738165 1.68701731508003
0 -0.683957057823493 0.71164540437067 0.86783668401833
0 0.666650357950292 0.4668271715881 0.928073726540966
0 1.01166604841617 -1.32789862563550 1.34093522656875
0 1.45286636381080 -0.495572450518997 1.15566877722511
0 1.30412341581912 -0.425445458200428 0.199078708670923
0 1.51140011521712 1.639375392588 0.856584808472679
1 -1.07376317059302 -0.276233406019083 -0.757001371826861
0 -0.244712837359620 0.0987971942788624 0.400376033250636
0 0.458201620814384 -0.200920722437099 1.24424538937179
1 -0.614234118191795 -0.465653371706981 -0.143733775130258
0 1.83305290712937 0.215330582120639 -0.851692789623506
0 -0.232643165676987 1.65359317749227 1.42458431912968
0 1.29360685300982 -0.133506718724817 1.28679256616145
0 0.0257271586739895 1.81546870279501 0.331701037224897
0 1.77032862401624 0.588798621135989 1.56216012273373
0 0.513403649493831 0.906430784494295 -0.148870761998093
0 1.58936854347534 0.953793595206823 -0.399078104312199
0 1.08703614086311 -0.0256924574067688 0.555891989172779
0 1.38905694702601 2.00735518697435 1.51727630812451
0 -0.383414595011325 -0.63941890272786 -0.704832021870099
0 0.345005581241871 0.590792980793697 0.412226505863719
0 -0.0661534640930533 -0.0666434916687163 1.73449626185845
0 0.295237703365685 0.933806127439253 0.0751606410885703
0 -0.624882294365441 0.663349324079091 1.9966271193813
0 0.788650336105142 0.306020872020611 -0.440563563897567
0 1.29686743711333 -1.36270490328685 -0.733241965933983
0 -0.316788601667899 2.66965392204223 0.641119061234296
0 0.984162154044016 0.533350068197997 1.71879209288864
0 -1.01078613416243 -1.13669630239960 0.619645391410454
0 -0.945502368235435 1.77853473849179 1.31972725646552
0 1.09689030691074 -0.00676249637081894 2.21325224407202
0 1.43169400654654 1.45563070855243 0.468732599168553
0 0.532223687812863 1.22451303452290 0.135159002913844
0 -0.858503970868423 1.27469692063971 0.950771087874255
0 0.835760972859293 0.827240328871105 0.586823928757614
0 1.29151558558639 0.74837187563557 0.839010458089761
1 1.12858496076403 -0.179667426649513 0.288415664486869
1 -0.656057439443056 -1.26450459671003 0.202351824321533
